chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'HemMar#1#scaffold_1'	94806000	94852000	662	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	94852000	94898000	489	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	94898000	94944000	295	8.425540164188327e-11	0	4.3612183762994067e-10
b'HemMar#1#scaffold_1'	94944000	94990000	446	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	94990000	95036000	515	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	95036000	95082000	589	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	95082000	95128000	479	6.745048891800073e-11	0	4.1931692490605814e-10
b'HemMar#1#scaffold_1'	95128000	95174000	772	2.3782967976005146e-11	0	3.7564940396406255e-10
b'HemMar#1#scaffold_1'	95174000	95220000	549	2.8395778125817434e-11	0	3.8026221411387484e-10
b'HemMar#1#scaffold_1'	95220000	95266000	399	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	95266000	95312000	754	1.566141636683821e-10	0	5.084805996564395e-10
b'HemMar#1#scaffold_1'	95312000	95358000	576	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	95358000	95404000	612	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	95404000	95450000	867	2.4331661367539005e-10	0	5.951830496634475e-10
b'HemMar#1#scaffold_1'	95450000	95496000	780	1.6452327996332808e-10	0	5.163897159513855e-10
b'HemMar#1#scaffold_1'	95496000	95542000	776	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	95542000	95588000	389	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	95588000	95634000	612	2.1937156783016215e-11	0	3.738035927710736e-10
b'HemMar#1#scaffold_1'	95634000	95680000	595	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	95680000	95726000	443	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	95726000	95772000	431	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	95772000	95818000	372	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	95818000	95864000	381	3.9849917429207977e-10	4.6632738304022313e-11	7.503656102801372e-10
b'HemMar#1#scaffold_1'	95864000	95910000	219	1.9398625737026044e-10	0	5.458526933583178e-10
b'HemMar#1#scaffold_1'	95910000	95956000	258	3.602522743081823e-10	8.38583832012484e-12	7.121187102962397e-10
b'HemMar#1#scaffold_1'	95956000	96002000	474	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	96002000	96048000	412	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	96048000	96094000	106	6.693000326205542e-10	3.174335966324967e-10	1.0211664686086116e-09
b'HemMar#1#scaffold_1'	96094000	96140000	433	1.210943613612134e-11	0	3.6397587212417875e-10
b'HemMar#1#scaffold_1'	96140000	96186000	337	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	96186000	96232000	431	3.115901549077273e-10	0	6.634565908957847e-10
b'HemMar#1#scaffold_1'	96232000	96278000	255	4.388229339617137e-10	8.695649797365622e-11	7.906893699497711e-10
b'HemMar#1#scaffold_1'	96278000	96324000	464	2.6751382812193723e-11	0	3.7861781880025113e-10
b'HemMar#1#scaffold_1'	96324000	96370000	364	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	96370000	96416000	303	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	96416000	96462000	257	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	96462000	96508000	554	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	96508000	96554000	252	6.780719225324422e-12	0	3.5864715521338183e-10
b'HemMar#1#scaffold_1'	96554000	96600000	260	2.16980306438433e-10	0	5.688467424264904e-10
b'HemMar#1#scaffold_1'	96600000	96646000	357	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	96646000	96692000	163	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	96692000	96738000	209	3.05211665841937e-11	0	3.823876025722511e-10
b'HemMar#1#scaffold_1'	96738000	96784000	357	4.5333432535563913e-10	1.0146788936758167e-10	8.052007613436965e-10
b'HemMar#1#scaffold_1'	96784000	96830000	437	3.205531615394796e-10	0	6.72419597527537e-10
b'HemMar#1#scaffold_1'	96876000	96922000	449	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	96922000	96968000	474	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	96968000	97014000	219	2.0921763537773755e-10	0	5.61084071365795e-10
b'HemMar#1#scaffold_1'	97014000	97060000	350	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	97060000	97106000	480	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	97106000	97152000	329	2.3263212398940378e-10	0	5.844985599774612e-10
b'HemMar#1#scaffold_1'	97152000	97198000	622	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	97198000	97244000	318	4.3310298066264004e-10	8.123654467458258e-11	7.849694166506974e-10
b'HemMar#1#scaffold_1'	97244000	97290000	229	1.6592567560099793e-10	0	5.177921115890553e-10
b'HemMar#1#scaffold_1'	97290000	97336000	182	7.750152781067396e-11	0	4.2936796379873137e-10
b'HemMar#1#scaffold_1'	97336000	97382000	830	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	97382000	97428000	98	7.196318853663653e-10	3.677654493783078e-10	1.0714983213544227e-09
b'HemMar#1#scaffold_1'	97428000	97474000	225	2.2677667663928637e-10	0	5.786431126273438e-10
b'HemMar#1#scaffold_1'	97474000	97520000	457	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	97520000	97566000	262	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	97566000	97612000	282	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	97612000	97658000	632	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	97658000	97704000	294	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	97704000	97750000	201	1.4560951292041985e-10	0	4.974759489084773e-10
b'HemMar#1#scaffold_1'	97750000	97796000	204	3.0073216412309806e-10	0	6.525986001111555e-10
b'HemMar#1#scaffold_1'	97796000	97842000	413	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	97842000	97888000	292	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	97888000	97934000	684	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	97934000	97980000	384	2.0754428996722604e-11	0	3.7262086498478e-10
b'HemMar#1#scaffold_1'	97980000	98026000	453	8.954569968690012e-10	5.435905608809438e-10	1.2473234328570586e-09
b'HemMar#1#scaffold_1'	98026000	98072000	280	1.7778451863906089e-10	0	5.296509546271183e-10
b'HemMar#1#scaffold_1'	98072000	98118000	441	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	98118000	98164000	228	4.5453122526137673e-10	1.0266478927331927e-10	8.063976612494341e-10
b'HemMar#1#scaffold_1'	98164000	98210000	474	1.3161561861526857e-10	0	4.83482054603326e-10
b'HemMar#1#scaffold_1'	98210000	98256000	623	8.510229314318015e-11	0	4.3696872913123756e-10
b'HemMar#1#scaffold_1'	98256000	98302000	324	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	98302000	98348000	90	9.335673291564423e-10	5.817008931683849e-10	1.2854337651444997e-09
b'HemMar#1#scaffold_1'	98348000	98394000	164	5.399332759448922e-10	1.880668399568347e-10	8.917997119329496e-10
b'HemMar#1#scaffold_1'	98394000	98440000	126	4.057722630447233e-10	5.3905827056665826e-11	7.576386990327807e-10
b'HemMar#1#scaffold_1'	98440000	98486000	289	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	98486000	98532000	721	1.7972866791534172e-12	0	3.536637226672108e-10
b'HemMar#1#scaffold_1'	98532000	98578000	803	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	98578000	98624000	316	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	98624000	98670000	131	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	98670000	98716000	483	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	98716000	98762000	195	2.572922560085303e-10	0	6.091586919965877e-10
b'HemMar#1#scaffold_1'	98762000	98808000	464	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	98808000	98854000	222	6.165219861671431e-10	2.646555501790856e-10	9.683884221552005e-10
b'HemMar#1#scaffold_1'	98854000	98900000	185	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	98900000	98946000	265	1.8570673340803818e-10	0	5.375731693960956e-10
b'HemMar#1#scaffold_1'	98946000	98992000	530	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	98992000	99038000	745	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99038000	99084000	326	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99084000	99130000	176	1.3929694568295016e-11	0	3.657961305563524e-10
b'HemMar#1#scaffold_1'	99130000	99176000	623	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99176000	99222000	410	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99222000	99268000	154	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99268000	99314000	408	2.754588041736579e-11	0	3.794123164054232e-10
b'HemMar#1#scaffold_1'	99314000	99360000	463	1.8358267165340005e-11	0	3.702247031533974e-10
b'HemMar#1#scaffold_1'	99360000	99406000	232	1.595501927423603e-11	0	3.6782145526229344e-10
b'HemMar#1#scaffold_1'	99406000	99452000	640	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99452000	99498000	955	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99498000	99544000	633	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99544000	99590000	483	7.788739597188852e-11	0	4.2975383195994593e-10
b'HemMar#1#scaffold_1'	99590000	99636000	319	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99636000	99682000	457	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99682000	99728000	274	1.222920818540341e-10	0	4.741585178420915e-10
b'HemMar#1#scaffold_1'	99728000	99774000	236	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99774000	99820000	323	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99820000	99866000	390	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99866000	99912000	460	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	99912000	99958000	664	1.746349107865065e-11	0	3.6932992706670805e-10
b'HemMar#1#scaffold_1'	99958000	100004000	420	1.2835860789222838e-10	0	4.802250438802858e-10
b'HemMar#1#scaffold_1'	100004000	100050000	212	2.09160532157757e-09	9.337919874814231e-10	3.249418655673717e-09
b'HemMar#1#scaffold_1'	100050000	100096000	221	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	100096000	100142000	415	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	100142000	100188000	161	4.0404090245269604e-10	5.217446646463859e-11	7.559073384407534e-10
b'HemMar#1#scaffold_1'	100188000	100234000	245	1.9632036249680616e-10	0	5.481867984848636e-10
b'HemMar#1#scaffold_1'	100234000	100280000	465	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	100280000	100326000	92	9.39230057155035e-10	5.873636211669776e-10	1.2910964931430925e-09
b'HemMar#1#scaffold_1'	100326000	100372000	583	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	100372000	100418000	681	1.0987172226528825e-10	0	4.6173815825334566e-10
b'HemMar#1#scaffold_1'	100418000	100464000	221	3.578632368657657e-11	0	3.87652759674634e-10
b'HemMar#1#scaffold_1'	100464000	100510000	135	8.075786904063386e-10	4.5571225441828114e-10	1.159445126394396e-09
b'HemMar#1#scaffold_1'	100510000	100556000	102	1.6327999857577519e-10	0	5.151464345638326e-10
b'HemMar#1#scaffold_1'	100556000	100602000	114	5.4464271418182e-10	1.9277627819376258e-10	8.965091501698774e-10
b'HemMar#1#scaffold_1'	100602000	100648000	343	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	100648000	100694000	402	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	100694000	100740000	230	2.183477012356588e-10	0	5.702141372237162e-10
b'HemMar#1#scaffold_1'	100740000	100786000	258	3.369322664928067e-10	0	6.887987024808641e-10
b'HemMar#1#scaffold_1'	100786000	100832000	188	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	100832000	100878000	239	2.45156197724987e-10	0	5.970226337130444e-10
b'HemMar#1#scaffold_1'	100878000	100924000	198	2.781121731166039e-10	0	6.299786091046613e-10
b'HemMar#1#scaffold_1'	100924000	100970000	485	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	100970000	101016000	201	3.115925169276343e-10	0	6.634589529156917e-10
b'HemMar#1#scaffold_1'	101016000	101062000	588	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	101062000	101108000	211	4.813582267810414e-11	0	4.0000225866616154e-10
b'HemMar#1#scaffold_1'	101108000	101154000	221	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	101154000	101200000	200	1.580766834491459e-10	0	5.099431194372033e-10
b'HemMar#1#scaffold_1'	101200000	101246000	319	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	101246000	101292000	292	3.15896584986089e-11	0	3.834560944866663e-10
b'HemMar#1#scaffold_1'	101292000	101338000	242	1.3608928431963455e-10	0	4.87955720307692e-10
b'HemMar#1#scaffold_1'	101338000	101384000	190	2.2340972462601683e-10	0	5.752761606140742e-10
b'HemMar#1#scaffold_1'	101384000	101430000	93	2.5254867584748863e-10	0	6.04415111835546e-10
b'HemMar#1#scaffold_1'	101430000	101476000	181	7.46689897049534e-10	3.9482346106147657e-10	1.0985563330375914e-09
b'HemMar#1#scaffold_1'	101476000	101522000	153	5.309442870941597e-10	1.7907785110610225e-10	8.828107230822171e-10
b'HemMar#1#scaffold_1'	101522000	101568000	209	5.601957563548503e-10	2.0832932036679284e-10	9.120621923429077e-10
b'HemMar#1#scaffold_1'	101568000	101614000	102	9.5167199701657e-10	5.998055610285125e-10	1.3035384330046273e-09
b'HemMar#1#scaffold_1'	101706000	101752000	216	1.487954483171597e-10	0	5.006618843052171e-10
b'HemMar#1#scaffold_1'	101752000	101798000	276	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	101798000	101844000	249	5.507822864373022e-11	0	4.069446646317876e-10
b'HemMar#1#scaffold_1'	101844000	101890000	162	2.3903860449440852e-11	0	3.7577029643749826e-10
b'HemMar#1#scaffold_1'	101890000	101936000	321	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	101936000	101982000	393	1.0576696112462136e-10	0	4.5763339711267877e-10
b'HemMar#1#scaffold_1'	101982000	102028000	309	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	102028000	102074000	194	1.5446644338542778e-10	0	5.063328793734852e-10
b'HemMar#1#scaffold_1'	102074000	102120000	140	6.932152694525612e-10	3.413488334645037e-10	1.0450817054406186e-09
b'HemMar#1#scaffold_1'	102120000	102166000	89	2.589194729955557e-10	0	6.107859089836131e-10
b'HemMar#1#scaffold_1'	102166000	102212000	141	8.576645709881702e-10	5.057981350001128e-10	1.2095310069762276e-09
b'HemMar#1#scaffold_1'	102212000	102258000	175	4.6676953291742446e-11	0	3.9854338927979985e-10
b'HemMar#1#scaffold_1'	102258000	102304000	186	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	102304000	102350000	202	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	102350000	102396000	93	5.500790103629385e-10	1.9821257437488103e-10	9.019454463509959e-10
b'HemMar#1#scaffold_1'	102396000	102442000	79	1.328554643375018e-10	0	4.847219003255592e-10
b'HemMar#1#scaffold_1'	102442000	102488000	107	2.133685632711377e-10	0	5.652349992591951e-10
b'HemMar#1#scaffold_1'	102534000	102580000	127	2.880691606711514e-10	0	6.399355966592088e-10
b'HemMar#1#scaffold_1'	102580000	102626000	55	1.0040220884086005e-09	6.521556524205431e-10	1.3558885243966579e-09
b'HemMar#1#scaffold_1'	102672000	102718000	162	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	102718000	102764000	124	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	102810000	102856000	111	7.345519062042482e-10	3.8268547021619077e-10	1.0864183421923056e-09
b'HemMar#1#scaffold_1'	102948000	102994000	159	3.150758521036076e-10	0	6.66942288091665e-10
b'HemMar#1#scaffold_1'	103040000	103086000	65	5.404658040694397e-10	1.8859936808138227e-10	8.923322400574971e-10
b'HemMar#1#scaffold_1'	103270000	103316000	163	2.8738181287813637e-10	0	6.392482488661938e-10
b'HemMar#1#scaffold_1'	103454000	103500000	229	5.5136420225082105e-11	0	4.070028562131395e-10
b'HemMar#1#scaffold_1'	103500000	103546000	134	8.549782411310635e-11	0	4.3736426010116376e-10
b'HemMar#1#scaffold_1'	103546000	103592000	168	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	103592000	103638000	162	1.881435173652549e-11	0	3.706807877245829e-10
b'HemMar#1#scaffold_1'	103638000	103684000	90	7.11670160446212e-10	3.5980372445815455e-10	1.0635365964342694e-09
b'HemMar#1#scaffold_1'	103684000	103730000	106	1.7954851805162558e-10	0	5.31414954039683e-10
b'HemMar#1#scaffold_1'	103730000	103776000	53	6.424666275576585e-10	2.9060019156960104e-10	9.94333063545716e-10
b'HemMar#1#scaffold_1'	103868000	103914000	132	1.8463652366096336e-10	0	5.365029596490208e-10
b'HemMar#1#scaffold_1'	103914000	103960000	98	5.862851251469566e-10	2.344186891588992e-10	9.38151561135014e-10
b'HemMar#1#scaffold_1'	103960000	104006000	119	1.496859298221996e-10	0	5.01552365810257e-10
b'HemMar#1#scaffold_1'	104006000	104052000	71	3.389876532702949e-10	0	6.908540892583523e-10
b'HemMar#1#scaffold_1'	104052000	104098000	442	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	104098000	104144000	279	5.902731119959983e-11	0	4.1089374718765723e-10
b'HemMar#1#scaffold_1'	104144000	104190000	459	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	104190000	104236000	534	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	104236000	104282000	249	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	104282000	104328000	376	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	104328000	104374000	289	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	104374000	104420000	96	3.4005228006122553e-10	0	6.919187160492829e-10
b'HemMar#1#scaffold_1'	104466000	104512000	518	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	104512000	104558000	238	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	104558000	104604000	289	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	104604000	104650000	56	8.399857108985984e-10	4.88119274910541e-10	1.1918521468866558e-09
b'HemMar#1#scaffold_1'	104650000	104696000	81	3.806034378292044e-10	2.8737001841146953e-11	7.324698738172618e-10
b'HemMar#1#scaffold_1'	104696000	104742000	75	5.596406816766422e-10	2.0777424568858478e-10	9.115071176646996e-10
b'HemMar#1#scaffold_1'	104742000	104788000	109	3.466002287023377e-10	0	6.984666646903951e-10
b'HemMar#1#scaffold_1'	104788000	104834000	247	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	104834000	104880000	191	1.0854383761923881e-10	0	4.604102736072962e-10
b'HemMar#1#scaffold_1'	104880000	104926000	165	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	104926000	104972000	106	2.2831886090964988e-10	0	5.801852968977073e-10
b'HemMar#1#scaffold_1'	104972000	105018000	240	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	105064000	105110000	188	1.5723838111114798e-10	0	5.091048170992054e-10
b'HemMar#1#scaffold_1'	105110000	105156000	123	7.043055971044326e-10	3.5243916111637516e-10	1.05617203309249e-09
b'HemMar#1#scaffold_1'	105202000	105248000	182	1.9428473079490615e-10	0	5.461511667829636e-10
b'HemMar#1#scaffold_1'	105524000	105570000	79	5.268790361046688e-10	1.7501260011661132e-10	8.787454720927262e-10
b'HemMar#1#scaffold_1'	105570000	105616000	66	7.478631767561989e-10	3.959967407681414e-10	1.0997296127442563e-09
b'HemMar#1#scaffold_1'	105616000	105662000	130	4.641519854020081e-11	0	3.982816345282582e-10
b'HemMar#1#scaffold_1'	105662000	105708000	56	8.059978549011289e-10	4.5413141891307147e-10	1.1578642908891863e-09
b'HemMar#1#scaffold_1'	105708000	105754000	51	9.080524680245085e-10	5.561860320364511e-10	1.2599189040125659e-09
b'HemMar#1#scaffold_1'	106398000	106444000	382	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	106444000	106490000	378	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	106490000	106536000	248	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	106536000	106582000	255	3.516966087458924e-10	0	7.035630447339498e-10
b'HemMar#1#scaffold_1'	106582000	106628000	339	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	106628000	106674000	377	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	106674000	106720000	263	4.0961333687210645e-10	5.7746900884049e-11	7.614797728601639e-10
b'HemMar#1#scaffold_1'	106720000	106766000	208	4.4790554469240696e-10	9.60391087043495e-11	7.997719806804644e-10
b'HemMar#1#scaffold_1'	106766000	106812000	367	1.0561686549596869e-10	0	4.574833014840261e-10
b'HemMar#1#scaffold_1'	106812000	106858000	267	7.960952321336944e-11	0	4.3147595920142685e-10
b'HemMar#1#scaffold_1'	106858000	106904000	521	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	106904000	106950000	261	3.3972417402319754e-10	0	6.915906100112549e-10
b'HemMar#1#scaffold_1'	106950000	106996000	321	1.2334042756394003e-11	0	3.642004787444514e-10
b'HemMar#1#scaffold_1'	106996000	107042000	456	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107042000	107088000	232	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107088000	107134000	316	1.0046530007821687e-10	0	4.523317360662743e-10
b'HemMar#1#scaffold_1'	107134000	107180000	442	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107180000	107226000	398	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107226000	107272000	267	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107272000	107318000	471	1.5396204477068492e-10	0	5.058284807587423e-10
b'HemMar#1#scaffold_1'	107318000	107364000	309	1.532727644159274e-10	0	5.051392004039848e-10
b'HemMar#1#scaffold_1'	107364000	107410000	214	5.190534494228071e-10	1.671870134347496e-10	8.709198854108645e-10
b'HemMar#1#scaffold_1'	107410000	107456000	899	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107456000	107502000	811	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107502000	107548000	396	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107548000	107594000	486	6.776807323098686e-11	0	4.1963450921904426e-10
b'HemMar#1#scaffold_1'	107594000	107640000	625	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107640000	107686000	580	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107686000	107732000	516	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107732000	107778000	552	5.7787465477366596e-11	0	4.09653901465424e-10
b'HemMar#1#scaffold_1'	107778000	107824000	350	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107824000	107870000	422	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107870000	107916000	421	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107916000	107962000	450	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	107962000	108008000	682	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108008000	108054000	225	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108054000	108100000	342	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108100000	108146000	608	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108146000	108192000	207	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108192000	108238000	481	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108238000	108284000	362	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108284000	108330000	346	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108330000	108376000	257	1.677145835871297e-10	0	5.195810195751871e-10
b'HemMar#1#scaffold_1'	108376000	108422000	244	2.710231071876448e-10	0	6.228895431757022e-10
b'HemMar#1#scaffold_1'	108422000	108468000	88	7.123684594224334e-10	3.6050202343437594e-10	1.0642348954104908e-09
b'HemMar#1#scaffold_1'	108468000	108514000	297	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108514000	108560000	299	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108560000	108606000	440	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108606000	108652000	109	6.656064776728342e-10	3.137400416847768e-10	1.0174729136608916e-09
b'HemMar#1#scaffold_1'	108652000	108698000	182	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108698000	108744000	320	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108744000	108790000	311	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108790000	108836000	571	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108836000	108882000	506	7.7734723594246e-11	0	4.296011595823034e-10
b'HemMar#1#scaffold_1'	108882000	108928000	373	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108928000	108974000	673	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	108974000	109020000	967	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	109020000	109066000	564	2.6645736103614272e-11	0	3.785121720916717e-10
b'HemMar#1#scaffold_1'	109066000	109112000	654	1.6259328713353869e-12	0	3.534923688593928e-10
b'HemMar#1#scaffold_1'	109112000	109158000	831	1.7552174189714217e-11	0	3.694186101777716e-10
b'HemMar#1#scaffold_1'	109158000	109204000	920	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	109204000	109250000	588	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	109250000	109296000	499	2.5907068059886692e-11	0	3.777735040479441e-10
b'HemMar#1#scaffold_1'	109296000	109342000	318	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	109342000	109388000	304	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	109388000	109434000	374	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	109434000	109480000	275	6.495788842275254e-10	2.97712448239468e-10	1.0014453202155828e-09
b'HemMar#1#scaffold_1'	109480000	109526000	312	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	109526000	109572000	141	1.6020035407486254e-10	0	5.1206679006292e-10
b'HemMar#1#scaffold_1'	109572000	109618000	325	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	109618000	109664000	189	1.866496088092033e-10	0	5.385160447972607e-10
b'HemMar#1#scaffold_1'	109664000	109710000	493	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	109710000	109756000	279	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	109756000	109802000	196	0	0	3.518664359880574e-10
b'HemMar#1#scaffold_1'	109802000	109848000	115	2.851035373130351e-10	0	6.369699733010925e-10
b'HemMar#1#scaffold_1'	109848000	109894000	116	6.769564127854224e-10	3.2508997679736494e-10	1.0288228487734798e-09
b'HemMar#1#scaffold_1'	109894000	109940000	173	6.74928726059574e-10	3.230622900715165e-10	1.0267951620476314e-09
